Ingredient,Country,Claim Category,Allowed Claims,Dosage,Health claim pending European authorisation,Claim Use Notes
Chromium Picolinate,France,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Spain,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Italy,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Belgium,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Austria,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Sweden,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Norway,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Denmark,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Portugal,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Greece,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Hungary,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Czechia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Poland,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Romania,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Slovakia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Bulgaria,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Picolinate,Slovenia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,"Chromium picolinate is roughly 21 % elemental chromium (52 g Cr / 248 g salt). Chromium’s NRV is 40 µg, so 15 % = 6 µg elemental Cr → you need ≈ 28 µg of chromium picolinate per serving (6 µg ÷ 0.21)",NaN,NaN
Chromium Nicotinate,Netherlands,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Germany,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,France,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Spain,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Italy,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Belgium,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Austria,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Sweden,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Norway,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Denmark,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Portugal,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Greece,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Hungary,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Czechia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Poland,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Romania,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Slovakia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Bulgaria,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Chromium Nicotinate,Slovenia,NaN,Chromium contributes to maintenance of normal blood glucose levels.,Chromium NRV = 40 µg/day → 15 % = 6 µg elemental Cr. Cr in picolinate ≈ 21 % (we’ll assume nicotinate is similar) → 6 µg ÷ 0.21 ≈ 29 µg chromium nicotinate,NaN,NaN
Copper Sulfate,Netherlands,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Germany,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,France,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Spain,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Italy,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Belgium,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Austria,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Sweden,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Norway,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Denmark,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Portugal,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Greece,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Hungary,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Czechia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Poland,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Romania,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Slovakia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Bulgaria,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Sulfate,Slovenia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Copper NRV = 1 mg/day → 15 % = 0.15 mg elemental Cu. Cu in CuSO₄·5H₂O ≈ 25 % →0.15 mg ÷ 0.25 = 0.6 mg of copper sulfate pentahydrate,NaN,NaN
Copper Gluconate,Netherlands,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Germany,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,France,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Spain,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Italy,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Belgium,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Austria,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Sweden,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Norway,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Denmark,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Portugal,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Greece,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Hungary,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Czechia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Poland,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Romania,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Slovakia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Bulgaria,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Copper Gluconate,Slovenia,NaN,Copper contributes to normal iron transport.\nCopper contributes to protection of cells from oxidative stress.\nCopper contributes to normal connective tissue formation.\nCopper contributes to normal function of the immune system.\nCopper contributes to normal energy‑yielding metabolism.,Cu in Cu‑gluconate ≈ 13 % → 0.15 mg ÷ 0.13 ≈ 1.2 mg copper gluconate,NaN,NaN
Manganese Sulfate,Netherlands,NaN,Manganese contributes to normal energy‑yielding metabolism.\nManganese contributes to protection of cells from oxidative stress.\nManganese contributes to maintenance of normal bones.\nManganese contributes to normal formation of connective tissue.,Manganese NRV = 2 mg/day → 15 % = 0.30 mg elemental Mn,NaN,NaN
Manganese Sulfate,Germany,NaN,Manganese contributes to normal energy‑yielding metabolism.\nManganese contributes to protection of cells from oxidative stress.\nManganese contributes to maintenance of normal bones.\nManganese contributes to normal formation of connective tissue.,Manganese NRV = 2 mg/day → 15 % = 0.30 mg elemental Mn,NaN,NaN
Manganese Sulfate,France,NaN,Manganese contributes to normal energy‑yielding metabolism.\nManganese contributes to protection of cells from oxidative stress.\nManganese contributes to maintenance of normal bones.\nManganese contributes to normal formation of connective tissue.,Manganese NRV = 2 mg/day → 15 % = 0.30 mg elemental Mn,NaN,NaN
Manganese Sulfate,Spain,NaN,Manganese contributes to normal energy‑yielding metabolism.\nManganese contributes to protection of cells from oxidative stress.\nManganese contributes to maintenance of normal bones.\nManganese contributes to normal formation of connective tissue.,Manganese NRV = 2 mg/day → 15 % = 0.30 mg elemental Mn,NaN,NaN
Manganese Sulfate,Italy,NaN,Manganese contributes to normal energy‑yielding metabolism.\nManganese contributes to protection of cells from oxidative stress.\nManganese contributes to maintenance of normal bones.\nManganese contributes to normal formation of connective tissue.,Manganese NRV = 2 mg/day → 15 % = 0.30 mg elemental Mn,NaN,NaN
